transaction_id,user_id,product_id,purchase_time,amount,rating
T000089,U00181,P00140,2025-02-12 09:02:23,635.2862725312364,3.0
T000090,U00356,P00099,2025-01-09 09:02:23,1190.1833641242097,
T000091,U00676,P00125,2025-01-16 09:02:23,231.07863612881673,4.0
T000092,U00068,P00168,2025-02-14 09:02:23,226.97186615722742,4.0
T000093,U00292,P00054,2025-02-16 09:02:23,3291.4147193993,1.0
T000094,U00692,P00130,2024-12-29 09:02:23,3004.152884756394,2.0
T000095,U00181,P00178,2024-12-21 09:02:23,361.12578789219714,1.0
T000096,U00466,P00041,2024-12-29 09:02:23,291.9398747631696,2.0
T000097,U00434,P00045,2025-01-15 09:02:23,382.49078182695837,1.0
T000098,U00464,P00103,2025-02-02 09:02:23,728.6764458532666,1.0
T000099,U00681,P00106,2025-02-17 09:02:23,4832.286169532094,4.0
T000100,U00914,P00137,2024-12-19 09:02:23,132.76255500526509,4.0
T000101,U00534,P00190,2025-01-18 09:02:23,415.46677242957713,3.0
T000102,U00066,P00128,2025-01-02 09:02:23,773.4445782389027,
T000103,U00021,P00086,2025-02-14 09:02:23,3337.909630761341,4.0
T000104,U00612,P00047,2025-03-06 09:02:23,3548.5278700043755,4.0
T000105,U00384,P00005,2025-02-16 09:02:23,1182.871786363443,1.0
T000106,U00812,P00001,2025-01-30 09:02:23,181.13795850502066,3.0
T000107,U00615,P00044,2024-12-16 09:02:23,125.5456808250984,4.0
T000108,U00559,P00150,2025-01-12 09:02:23,82.16453547177802,2.0
T000109,U00039,P00038,2024-12-11 09:02:23,385.51084002451745,2.0
T000110,U00285,P00019,2025-02-03 09:02:23,1651.8490417351713,3.0
T000111,U00822,P00159,2024-12-08 09:02:23,272.8692375970357,
T000112,U00602,P00115,2025-01-20 09:02:23,418.22983703384733,1.0
T000113,U00597,P00195,2025-01-12 09:02:23,539.8280539580273,3.0
T000114,U00785,P00087,2025-02-02 09:02:23,1063.1940351479057,4.0
T000115,U00336,P00170,2025-01-27 09:02:23,2714.298151724565,2.0
T000116,U00188,P00123,2025-01-12 09:02:23,3528.19755868583,
T000117,U00671,P00082,2025-01-23 09:02:23,818.5911263507584,4.0
T000118,U00243,P00154,2025-01-11 09:02:23,1278.430902250067,5.0
T000119,U00073,P00141,2024-12-08 09:02:23,2954.771856019336,1.0
T000120,U00479,P00058,2025-02-09 09:02:23,4796.617905658099,2.0
T000121,U00974,P00146,2025-01-28 09:02:23,296.00269131203686,1.0
T000122,U00561,P00067,2025-02-06 09:02:23,96.94498160738816,5.0
T000123,U00101,P00122,2024-12-30 09:02:23,271.7257980046978,5.0
T000124,U00514,P00087,2025-02-09 09:02:23,115.84813329735346,1.0
T000125,U00756,P00131,2025-01-30 09:02:23,71.45224175451905,4.0
T000126,U00176,P00055,2025-02-06 09:02:23,2278.370127927578,
T000127,U00238,P00089,2025-01-29 09:02:23,212.24038021362583,5.0
T000128,U00910,P00058,2024-12-10 09:02:23,4848.563196780571,3.0
T000129,U00059,P00063,2025-01-21 09:02:23,407.707639276543,3.0
T000130,U00865,P00091,2025-02-19 09:02:23,228.12547286812662,4.0
T000131,U00099,P00052,2024-12-14 09:02:23,112.26546337584479,3.0
T000132,U00954,P00126,2025-02-01 09:02:23,98.75420036772461,4.0
T000133,U00871,P00024,2025-01-16 09:02:23,66.84786969678625,
T000134,U00954,P00072,2025-01-01 09:02:23,351.1029810629038,4.0
T000135,U00495,P00009,2024-12-15 09:02:23,227.31148092063458,2.0
T000136,U00947,P00110,2025-01-04 09:02:23,137.3389518895426,5.0
T000137,U00980,P00165,2025-01-23 09:02:23,90.34521307835233,3.0
T000138,U00514,P00094,2025-01-10 09:02:23,907.2916059664318,5.0
T000139,U00755,P00117,2025-02-20 09:02:23,89.1475197114836,1.0
T000140,U00297,P00083,2025-01-18 09:02:23,133.84883023712524,1.0
T000141,U00211,P00181,2025-01-17 09:02:23,4257.712108094971,
T000142,U00123,P00080,2024-12-16 09:02:23,728.6808123328248,4.0
T000143,U00229,P00152,2025-01-22 09:02:23,249.64596833556053,4.0
T000144,U00594,P00149,2025-02-25 09:02:23,2618.1220442384274,3.0
T000145,U00656,P00100,2025-02-15 09:02:23,862.0530303758525,5.0
T000146,U00388,P00040,2024-12-27 09:02:23,3462.6592309615776,1.0
T000147,U00140,P00103,2025-02-27 09:02:23,700.2899545281094,5.0
T000148,U00541,P00062,2025-02-09 09:02:23,383.8090834015613,5.0
T000149,U00391,P00198,2025-02-01 09:02:23,246.473795633801,3.0
T000150,U00270,P00069,2025-01-15 09:02:23,223.0432963473288,4.0
T000151,U00759,P00142,2025-03-03 09:02:23,218.5315622583356,1.0
T000152,U00012,P00109,2025-01-27 09:02:23,72.5643073289116,3.0
T000153,U00867,P00170,2024-12-13 09:02:23,3005.8604867503677,1.0
T000154,U00389,P00178,2025-02-11 09:02:23,365.0099435839317,1.0
T000155,U00337,P00189,2025-02-16 09:02:23,178.14290989475916,4.0
T000156,U00506,P00004,2025-01-11 09:02:23,137.41822823858436,
T000157,U00106,P00072,2025-02-09 09:02:23,318.36808637295593,3.0
T000158,U00032,P00017,2025-02-10 09:02:23,80.30889741476075,
T000159,U00074,P00114,2025-01-30 09:02:23,83.84767464066701,3.0
T000160,U00171,P00085,2025-01-11 09:02:23,1464.5201055344178,
T000161,U00849,P00057,2025-02-01 09:02:23,106.41418817441755,2.0
T000162,U00069,P00107,2025-01-08 09:02:23,446.61876448084934,1.0
T000163,U00813,P00048,2025-02-23 09:02:23,201.2537523891444,
T000164,U00362,P00172,2025-03-06 09:02:23,88.05327600798638,2.0
T000165,U00649,P00173,2025-01-16 09:02:23,897.3916602593961,5.0
T000166,U00433,P00117,2025-02-10 09:02:23,95.05037071586426,1.0
T000167,U00929,P00161,2024-12-17 09:02:23,272.8827574255568,
T000168,U00996,P00031,2025-03-02 09:02:23,153.35561358118048,4.0
T000169,U00100,P00112,2024-12-14 09:02:23,2212.22824401481,3.0
T000170,U00658,P00047,2024-12-29 09:02:23,3634.1285737830217,
T000171,U00009,P00134,2025-03-01 09:02:23,172.8747016518522,2.0
T000172,U00574,P00108,2025-02-09 09:02:23,4023.7799250656362,1.0
T000173,U00697,P00072,2025-01-11 09:02:23,328.6503364950764,4.0
T000174,U00029,P00071,2025-01-27 09:02:23,137.37106314241922,2.0
T000175,U00893,P00162,2024-12-28 09:02:23,639.5851042840261,4.0
T000176,U00114,P00108,2025-01-21 09:02:23,3937.846432614819,5.0
T000177,U00462,P00053,2024-12-08 09:02:23,405.8894021301927,2.0
T000178,U00921,P00142,2025-01-11 09:02:23,227.38129213953002,4.0
T000179,U00143,P00016,2025-02-26 09:02:23,342.0572659702338,
T000180,U00390,P00171,2025-01-18 09:02:23,125.39362887145406,1.0
T000181,U00632,P00116,2025-01-04 09:02:23,2399.4572953124607,4.0
T000182,U00682,P00073,2024-12-29 09:02:23,496.4956167427037,1.0
T000183,U00157,P00074,2025-02-02 09:02:23,297.6602792937764,
T000184,U00335,P00081,2024-12-22 09:02:23,3755.3399793772196,
T000185,U00861,P00012,2025-02-14 09:02:23,363.6505643987781,5.0
T000186,U00260,P00128,2025-01-09 09:02:23,900.0232943064955,1.0
T000187,U00082,P00070,2025-02-16 09:02:23,219.86293923654245,3.0
T000188,U00754,P00147,2024-12-14 09:02:23,1101.6357771612481,3.0
T000189,U00441,P00041,2025-02-28 09:02:23,331.2512531925068,4.0
T000190,U00945,P00181,2025-03-03 09:02:23,4127.89938041095,3.0
T000191,U00172,P00157,2025-02-02 09:02:23,132.60458072959915,1.0
T000192,U00231,P00198,2025-01-24 09:02:23,214.51927118485543,
T000193,U00720,P00059,2025-03-04 09:02:23,102.94091182713025,1.0
T000194,U00075,P00089,2024-12-08 09:02:23,213.89033667949164,1.0
T000195,U00270,P00192,2025-01-11 09:02:23,119.61793711528149,2.0
T000196,U00899,P00024,2025-01-11 09:02:23,56.63282830181838,1.0
T000197,U00626,P00144,2025-01-19 09:02:23,195.47651734800112,3.0
T000198,U00062,P00180,2024-12-29 09:02:23,2673.642350756933,4.0
T000199,U00874,P00080,2025-01-19 09:02:23,700.1414026796592,4.0
T000200,U00320,P00134,2025-02-16 09:02:23,157.79382549861296,
T000201,U00102,P00165,2024-12-26 09:02:23,90.35842432030817,
T000202,U00429,P00132,2025-02-22 09:02:23,381.50425318593506,5.0
T000203,U00874,P00092,2025-02-11 09:02:23,20.19710065754409,1.0
T000204,U00722,P00166,2025-02-01 09:02:23,35.64540744336094,1.0
T000205,U00954,P00169,2025-03-04 09:02:23,2890.820340766261,5.0
T000206,U00255,P00092,2024-12-15 09:02:23,21.862277345554237,4.0
T000207,U00532,P00081,2025-01-31 09:02:23,3925.291092986945,4.0
T000208,U00570,P00142,2025-02-16 09:02:23,211.6212433267082,5.0
T000209,U00112,P00071,2025-02-06 09:02:23,162.31692349850812,2.0
T000210,U00985,P00179,2025-01-16 09:02:23,2368.8032891407056,1.0
T000211,U00313,P00065,2025-02-07 09:02:23,446.2033034820854,3.0
T000212,U00998,P00052,2025-01-14 09:02:23,107.35543817691607,4.0
T000213,U00461,P00030,2025-02-21 09:02:23,67.14029816455216,
T000214,U00708,P00185,2025-01-31 09:02:23,1927.3909724156647,4.0
T000215,U00887,P00099,2025-02-07 09:02:23,1176.3793683909855,2.0
T000216,U00462,P00158,2025-01-08 09:02:23,130.59123688372347,5.0
T000217,U00865,P00098,2025-02-05 09:02:23,3681.699290964003,2.0
T000218,U00092,P00042,2025-01-18 09:02:23,727.958124524011,4.0
T000219,U00052,P00139,2025-01-27 09:02:23,174.28454142644614,
T000220,U00805,P00027,2025-01-10 09:02:23,274.5653922773777,4.0
T000221,U00520,P00152,2025-01-26 09:02:23,242.4137148924474,1.0
T000222,U00812,P00167,2025-01-14 09:02:23,132.16539273318838,1.0
T000223,U00098,P00072,2025-02-21 09:02:23,322.478864443717,4.0
T000224,U00236,P00018,2025-01-03 09:02:23,3109.5175204895145,4.0
T000225,U00901,P00077,2025-02-08 09:02:23,215.57893324366583,1.0
T000226,U00374,P00045,2025-02-11 09:02:23,373.4467092366697,2.0
T000227,U00581,P00115,2025-01-20 09:02:23,406.8044950449577,2.0
T000228,U00927,P00087,2025-02-02 09:02:23,109.52934092721597,2.0
T000229,U00557,P00140,2025-01-13 09:02:23,4028.049618035445,3.0
T000230,U00649,P00177,2025-02-13 09:02:23,4429.555720465577,1.0
T000231,U00234,P00159,2025-02-08 09:02:23,287.3685812906276,3.0
T000232,U00032,P00092,2024-12-14 09:02:23,21.00692596741499,3.0
T000233,U00289,P00022,2024-12-28 09:02:23,2604.529205322941,1.0
T000234,U00638,P00172,2025-03-01 09:02:23,80.73283743157835,3.0
T000235,U00579,P00092,2025-03-03 09:02:23,18.49614711083089,1.0
T000236,U00542,P00192,2024-12-22 09:02:23,137.9911635925903,5.0
T000237,U00114,P00077,2024-12-14 09:02:23,209.16636545893377,5.0
T000238,U00204,P00025,2025-01-24 09:02:23,443.74160107352463,1.0
T000239,U00029,P00108,2025-02-05 09:02:23,3672.0807891878585,1.0
T000240,U00643,P00179,2025-02-23 09:02:23,18120.256251205756,1.0
T000241,U00474,P00135,2024-12-27 09:02:23,189.07795031621578,2.0
T000242,U00697,P00109,2025-01-11 09:02:23,68.32315150609622,
T000243,U00253,P00134,2025-01-18 09:02:23,152.1169259941794,4.0
T000244,U00798,P00024,2025-02-19 09:02:23,65.20226719045444,5.0
T000245,U00905,P00019,2025-01-18 09:02:23,1892.8567186863856,5.0
T000246,U00922,P00083,2025-01-07 09:02:23,141.71932714211954,1.0
T000247,U00386,P00115,2025-02-08 09:02:23,368.9384719355516,5.0
T000248,U00062,P00009,2025-02-22 09:02:23,273.4156988819543,
T000249,U00515,P00112,2025-02-08 09:02:23,2587.065308767464,1.0
T000250,U00430,P00164,2024-12-24 09:02:23,351.0535304347721,5.0
T000251,U00580,P00102,2025-02-18 09:02:23,136.75723213522514,5.0
T000252,U00537,P00168,2024-12-11 09:02:23,238.6590410951698,4.0
T000253,U00691,P00152,2024-12-08 09:02:23,222.8917336355152,3.0
T000254,U00141,P00048,2025-02-15 09:02:23,205.8722496365532,4.0
T000255,U00743,P00191,2025-01-19 09:02:23,78.157007020171,4.0
T000256,U00300,P00069,2025-02-14 09:02:23,229.86487647101967,5.0
T000257,U00675,P00181,2025-03-01 09:02:23,4121.674363000054,4.0
T000258,U00311,P00182,2025-01-12 09:02:23,4126.01778957236,5.0
T000259,U00471,P00170,2025-02-22 09:02:23,3122.177309496477,2.0
T000260,U00393,P00119,2025-01-16 09:02:23,2557.715751088455,
T000261,U00642,P00045,2025-01-16 09:02:23,346.43668428366595,3.0
T000262,U00445,P00125,2025-02-03 09:02:23,230.76861133134733,2.0
T000263,U00758,P00014,2024-12-11 09:02:23,3963.7321195942804,1.0
T000264,U00809,P00157,2024-12-09 09:02:23,148.47767504058717,1.0
T000265,U00172,P00134,2025-01-27 09:02:23,158.35967056036125,3.0
T000266,U00576,P00135,2025-01-02 09:02:23,187.93492522681856,4.0
T000267,U00031,P00037,2025-02-22 09:02:23,35.50508147407286,1.0
T000268,U00047,P00053,2024-12-08 09:02:23,383.4689290206265,3.0
T000269,U00130,P00018,2025-02-04 09:02:23,2883.1485344346656,
T000270,U00352,P00038,2024-12-10 09:02:23,340.78047817673126,1.0
T000271,U00978,P00187,2025-01-26 09:02:23,2697.1039920400444,1.0
T000272,U00845,P00129,2025-01-21 09:02:23,19.339789503173137,4.0
T000273,U00622,P00196,2025-01-12 09:02:23,3008.201267230687,
T000274,U00581,P00044,2025-02-23 09:02:23,122.93652250377059,5.0
T000275,U00058,P00047,2025-01-04 09:02:23,3759.7566165039093,1.0
T000276,U00106,P00035,2025-02-11 09:02:23,36.90802076387794,4.0
T000277,U00812,P00060,2025-01-08 09:02:23,1910.0035073738582,3.0
T000278,U00330,P00090,2025-01-11 09:02:23,85.09725737871614,1.0
T000279,U00768,P00052,2025-01-20 09:02:23,95.5693552871166,
T000280,U00824,P00008,2024-12-20 09:02:23,115.55018824946934,2.0
T000281,U00683,P00107,2025-02-25 09:02:23,426.4901028905647,5.0
T000282,U00383,P00169,2024-12-08 09:02:23,306.15190348070473,4.0
T000283,U00985,P00131,2024-12-15 09:02:23,70.32661936766817,2.0
T000284,U00162,P00197,2024-12-15 09:02:23,3885.4921289386534,4.0
T000285,U00997,P00142,2025-01-30 09:02:23,203.32880085612447,2.0
T000286,U00286,P00096,2025-02-07 09:02:23,639.5137438181195,
T000287,U00071,P00026,2025-02-16 09:02:23,2643.1460488716125,
T000288,U00767,P00111,2025-02-19 09:02:23,240.48679663300948,1.0
T000289,U00454,P00198,2025-02-17 09:02:23,274.21199182332754,
T000290,U00886,P00123,2025-02-27 09:02:23,3335.8183493309857,2.0
T000291,U00567,P00186,2024-12-17 09:02:23,3639.6534426587664,3.0
T000292,U00835,P00168,2024-12-22 09:02:23,214.20809054640927,3.0
T000293,U00397,P00051,2025-03-02 09:02:23,79.68987576115755,
T000294,U00515,P00123,2025-03-06 09:02:23,3368.487115426602,
T000295,U00026,P00005,2025-01-04 09:02:23,1157.302854645852,4.0
T000296,U00313,P00077,2024-12-21 09:02:23,217.95466207689216,3.0
T000297,U00126,P00160,2025-01-28 09:02:23,2314.325199308523,5.0
T000298,U00408,P00001,2025-01-11 09:02:23,199.91313104221643,1.0
T000299,U00565,P00182,2025-02-16 09:02:23,3796.453809502242,1.0
T000300,U00198,P00011,2024-12-16 09:02:23,27824.023204045527,3.0
T000301,U00811,P00181,2025-03-06 09:02:23,4098.293575295767,
T000302,U00188,P00008,2025-02-03 09:02:23,124.10521727256067,5.0
T000303,U00698,P00153,2025-02-27 09:02:23,1363.4645097832863,2.0
T000304,U00817,P00168,2025-02-06 09:02:23,229.74967186939043,4.0
T000305,U00810,P00032,2025-01-10 09:02:23,68.81311274849944,1.0
T000306,U00716,P00028,2025-01-03 09:02:23,336.5619853097302,4.0
T000307,U00484,P00131,2024-12-09 09:02:23,67.2714075129987,2.0
T000308,U00450,P00128,2025-01-12 09:02:23,834.00081428072,5.0
T000309,U00523,P00062,2024-12-23 09:02:23,385.7091956523581,5.0
T000310,U00871,P00027,2025-01-05 09:02:23,265.891500616915,2.0
T000311,U00354,P00045,2024-12-08 09:02:23,365.145844404801,
T000312,U00986,P00105,2025-02-22 09:02:23,357.77808013924624,3.0
T000313,U00658,P00092,2024-12-21 09:02:23,20.758455457864915,1.0
T000314,U00597,P00025,2024-12-14 09:02:23,484.8425275433117,3.0
T000315,U00100,P00189,2025-01-21 09:02:23,154.11174112345338,4.0
T000316,U00616,P00044,2024-12-18 09:02:23,118.06376496646592,2.0
T000317,U00948,P00174,2024-12-17 09:02:23,682.2215528945836,3.0
T000318,U00558,P00142,2025-03-05 09:02:23,214.9463858200364,1.0
T000319,U00556,P00136,2024-12-29 09:02:23,842.1559924762001,1.0
T000320,U00278,P00176,2024-12-08 09:02:23,300.87854583223105,2.0
T000321,U00693,P00142,2025-02-06 09:02:23,212.09625966087617,3.0
T000322,U00699,P00193,2024-12-16 09:02:23,1577.870643472028,5.0
T000323,U00990,P00080,2025-02-25 09:02:23,700.0646898393849,2.0
T000324,U00626,P00082,2025-02-08 09:02:23,797.1266498304532,4.0
T000325,U00491,P00135,2025-01-25 09:02:23,183.21405636956942,3.0
T000326,U00255,P00088,2024-12-08 09:02:23,168.71753442792192,3.0
T000327,U00381,P00177,2025-02-04 09:02:23,4810.102880058667,2.0
T000328,U00892,P00127,2025-02-14 09:02:23,59.9064250557819,3.0
T000329,U00542,P00055,2025-02-16 09:02:23,2317.1452040080803,3.0
T000330,U00264,P00141,2025-01-08 09:02:23,2820.660294593407,4.0
T000331,U00610,P00184,2025-01-25 09:02:23,2111.345577102481,4.0
T000332,U00825,P00056,2024-12-08 09:02:23,132.2825159111294,5.0
T000333,U00879,P00015,2025-01-21 09:02:23,59.12399119367396,4.0
T000334,U00329,P00185,2025-02-09 09:02:23,2058.4330598994934,
T000335,U00115,P00058,2025-01-15 09:02:23,4574.793857297657,4.0
T000336,U00276,P00163,2025-01-30 09:02:23,369.14150140079323,5.0
T000337,U00488,P00088,2025-01-14 09:02:23,142.9648093010961,4.0
T000338,U00281,P00097,2024-12-16 09:02:23,383.1584543266317,
T000339,U00275,P00144,2025-01-15 09:02:23,182.2081931208447,
T000340,U00773,P00008,2025-03-04 09:02:23,121.5119797394175,4.0
T000341,U00843,P00173,2025-02-21 09:02:23,743.0071181818109,5.0
T000342,U00719,P00040,2025-01-17 09:02:23,3423.3137410731365,2.0
T000343,U00896,P00182,2024-12-20 09:02:23,4153.972818632581,5.0
T000344,U00328,P00014,2025-03-06 09:02:23,3971.8506832118705,4.0
T000345,U00211,P00187,2025-02-15 09:02:23,2789.8254346334706,4.0
T000346,U00727,P00053,2025-02-18 09:02:23,394.74122948937196,
T000347,U00923,P00127,2025-02-16 09:02:23,63.06938939032158,3.0
T000348,U00552,P00155,2025-02-21 09:02:23,1850.6207551929551,
T000349,U00992,P00175,2024-12-29 09:02:23,866.908660853767,2.0
T000350,U00026,P00080,2024-12-16 09:02:23,732.2472580452516,
T000351,U00027,P00115,2025-03-04 09:02:23,448.05469822827166,
T000352,U00702,P00134,2025-01-26 09:02:23,150.71470789162828,5.0
T000353,U00083,P00055,2024-12-08 09:02:23,2141.228903518095,4.0
T000354,U00896,P00044,2024-12-14 09:02:23,122.65030567545563,2.0
T000355,U00946,P00018,2025-02-01 09:02:23,3069.748385847553,1.0
T000356,U00682,P00016,2025-02-26 09:02:23,353.46373038572455,2.0
T000357,U00413,P00012,2024-12-13 09:02:23,329.06581415494514,5.0
T000358,U00167,P00148,2025-02-14 09:02:23,84.44572718892586,2.0
T000359,U00700,P00045,2025-02-10 09:02:23,327.8969199601927,3.0
T000360,U00169,P00192,2025-01-05 09:02:23,132.4317293623928,3.0
T000361,U00801,P00187,2025-02-10 09:02:23,2999.700195818742,4.0
T000362,U00979,P00093,2025-02-26 09:02:23,135.40195922321033,3.0
T000363,U00229,P00022,2025-01-04 09:02:23,21857.560419326877,5.0
T000364,U00979,P00097,2025-02-09 09:02:23,392.6077187130235,1.0
T000365,U00609,P00047,2025-03-02 09:02:23,3398.3945110310387,1.0
T000366,U00367,P00029,2025-01-29 09:02:23,4125.105147246802,4.0
T000367,U00528,P00045,2025-02-19 09:02:23,327.0183248788275,4.0
T000368,U00791,P00077,2025-03-02 09:02:23,201.99095075417682,3.0
T000369,U00647,P00009,2024-12-21 09:02:23,270.65895669468426,5.0
T000370,U00538,P00024,2025-02-11 09:02:23,66.49560253243949,
T000371,U00864,P00015,2025-02-09 09:02:23,63.24598865780347,5.0
T000372,U00524,P00164,2025-02-15 09:02:23,316.00934613031217,
T000373,U00072,P00013,2025-01-18 09:02:23,122.32455863445735,1.0
T000374,U00645,P00091,2024-12-10 09:02:23,214.53507062322265,5.0
T000375,U00106,P00172,2025-02-06 09:02:23,91.89368793710098,
T000376,U00732,P00101,2025-01-12 09:02:23,377.0761906786829,5.0
T000377,U00885,P00071,2025-02-16 09:02:23,147.12287069266392,1.0
T000378,U00965,P00200,2025-02-15 09:02:23,256.66948957761264,3.0
T000379,U00689,P00122,2024-12-22 09:02:23,287.9775677808873,5.0
T000380,U00282,P00076,2025-02-08 09:02:23,139.9287274257481,
